id,user,fecha,tweet,noticia,pais,miedo,ira,expectante,confianza,sorpresa,tristeza,repulsion,alegria,depresion,positivo,negativo,emociones,polaridad,palabra,emocion,puntuacion,emocion2
2172,La Vanguardia,2020-04-14 00:24:52,La ansiedad generada por la Covid-19 ha multiplicado los casos de insomnio,Crisis Guayaquil,España,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2174,Georginho Romeiro,2020-04-14 00:21:30,"Los niveles de ansiedad en mí se han elevado un poquito, al punto de estar teniendo que tragar puro mugrero más seguido y en mayores cantidades de antes. 

En pocas palabras, me cagas COVID-19.",Crisis Guayaquil,Mexico,1,2,1,0,0,1,0,0,0,0,3,['ira'],negativo,ansiedad,miedo,0.594,miedo
2181,"Dr. Efrain Duany, DMin, LMFT",2020-04-13 22:50:04,Descubre como gestionar tu ansiedad en medio del Covid-19. #pandemia #ansiedad #drduany,Crisis Guayaquil,EEUU,3,2,2,1,0,3,0,0,0,1,3,"['miedo', 'tristeza']",negativo,pandemia,tristeza,0.75,tristeza
2185,laRazon.cl,2020-04-13 22:35:19,"Flexibilizar la cuarentena: la ansiedad de América Latina antes del pico de COVID-19
https://larazon.cl/2020/04/13/flexibilizar-la-cuarentena-la-ansiedad-de-america-latina-antes-del-pico-de-covid-19/…",Crisis Guayaquil,Chile,2,1,1,0,0,1,0,0,0,0,1,['miedo'],negativo,ansiedad,miedo,0.594,miedo
2187,Terapeuta Clinico,2020-04-13 22:26:26,"La Hipnosis Clinica Online es una alternativa muy buena y recomendable para combatir los efectos de la cuarentena (COVID-19).Los días pasan lentos, este encierro empieza a generar angustia, ansiedad, desesperación, intranquilidad, insomnio, problemas de concentración...llamenos.",Crisis Guayaquil,España,3,2,1,1,0,4,1,1,0,1,4,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
2188,Colombia Diversa,2020-04-13 22:03:00,"La ansiedad en situaciones como la que estamos viviendo a causa del COVID-19 es normal. Lo mejor es que hay cosas que podemos hacer para mitigar sus efectos y para esto consultamos a 
@PINKCONSULTORES
 para saber cómo hacerlo.",Crisis Guayaquil,Colombia,1,1,1,0,0,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'tristeza']",neutro,ansiedad,expectante,0.609,expectante
2191,Fernando Valencia,2020-04-13 20:41:00,Cuando termine la cuarentena por #Covid_19mx // Cuando regrese la ansiedad social,Crisis Guayaquil,Mexico,2,1,1,0,0,1,0,0,0,0,1,['miedo'],negativo,ansiedad,miedo,0.594,miedo
2194,TICOSOS,2020-04-13 20:19:51,"El Colegio de Profesionales en Psicología de Costa Rica, le invita a participar de su. Facebook live ""Pautas de intervención clínica de la ansiedad y trastornos asociados, en el contexto del COVID-19.",Crisis Guayaquil,Costa Rica,1,1,1,1,0,2,0,0,0,2,2,['tristeza'],neutro,ansiedad,expectante,0.609,expectante
2195,Sofía Goméz,2020-04-13 20:19:00,"El brote de mundial de #COVID-19 causó ansiedad e incertidumbre en todos. Durante tiempos estresantes, sin importar la edad, los niños están interesados en saber tres cosas:
¿Estoy a salvo?
¿Papás están a salvo?
¿Cómo me afectará?
Info en https://bit.ly/2vNd4Ts
#MassGenInvestiga",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2198,Apoyo Positivo,2020-04-13 20:00:00,"Tercera píldora sobre COVID-19 & ANSIEDAD. SEXO, APPS Y CHEMSEX : No quedes. #NoAhora. 

Visita nuestro #blog en http://apoyopositivo.org.

https://apoyopositivo.org/blog/coronaansiedad3/…

#covid19
#chemsex",Crisis Guayaquil,España,0,0,0,1,0,0,0,0,0,1,0,['confianza'],positivo,píldora,confianza,0.312,confianza
2199,Cancerbero Real,2020-04-13 19:50:31,Flexibilizar la cuarentena: la ansiedad de América Latina antes del pico de COVID-19:,Crisis Guayaquil,Mexico,2,1,1,0,0,1,0,0,0,0,1,['miedo'],negativo,ansiedad,miedo,0.594,miedo
2201,INECO,2020-04-13 18:36:30,"Hemos elaborado un programa de tratamiento para el manejo de la ansiedad en el contexto de Coronavirus (COVID-19). 
Consta de 5 videos, a cargo de los profesionales de la Clínica de Ansiedad y Trauma de INECO:
Miralo en http://shorturl.at/stBK7

#COVID19 #INECOteCuida",Crisis Guayaquil,Argentina,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2203,DGMOV ZONA 1,2020-04-13 18:25:07,"Si sientes que estás sufriendo episodios de crisis, ansiedad y violencia, @CEMyBSedomex está contigo a través de la Línea Sin Violencia 800 108 40 53. #ContingenciaSinViolencia #Covid_19mx #EdoMex 
@Edomex
 
@CEAVEM",Crisis Guayaquil,Mexico,2,2,1,0,0,2,0,0,0,0,3,"['miedo', 'ira', 'tristeza']",negativo,violencia,miedo,0.812,miedo
2204,Isadora Esparza,2020-04-13 18:21:07,"Pues... A trabajar se ha dicho.
Tuve miedo y ansiedad después de estar en contacto con paciente Covid 
Porfavor #QuedateEnCasa",Crisis Guayaquil,Mexico,2,1,3,0,1,1,0,0,0,2,2,['expectante'],neutro,miedo,miedo,0.828,miedo
2205,Estudiantes UPAEP,2020-04-13 18:14:29,"¿El COVID-19 te genera ansiedad, tienes sentimientos encontrados o quieres canalizar mejor tus emociones? Acércate a nuestros expertos en orientación psicológica http://bit.ly/2V4OeYT
#AmoLaVida #UPAEPcontigo #UPAEPhaceSuParte",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2207,Municipalidad de La Molina,2020-04-13 18:08:24,"#MenteSanaCuerpoSano
Estar al tanto de la actualidad es importante, pero dedicar nuestro día entero a seguir el desarrollo de la pandemia puede aumentar la ansiedad y dañarnos más que beneficiarnos. Informémonos con mesura y cuidemos nuestro bienestar emocional. 

#Covid_19",Crisis Guayaquil,Peru,3,1,1,1,0,2,0,0,0,1,3,['miedo'],negativo,pandemia,tristeza,0.75,tristeza
2209,Ander Retolaza,2020-04-13 15:59:45,"#COVID-19: Un estudio de la Sociedad China de Psicología, realizado en Febrero, encontró que el 46,6% de los Ciudadanos padecía Síntomas de #Ansiedad y el 16,6% de #Depresión. Ambos en relación con el #Coronavirus en Wuhan",Crisis Guayaquil,España,0,0,0,1,0,0,0,1,0,1,0,"['confianza', 'alegria']",positivo,encontró,confianza,0.484,confianza
2210,Ale Franco,2020-04-13 15:56:00,"La cuarentena,el covid-19 y la ansiedad son factores que nunca en la vida deberían de juntarse.",Crisis Guayaquil,Mexico,2,1,1,1,0,1,0,0,1,0,1,['miedo'],negativo,ansiedad,miedo,0.594,miedo
2211,The Champions Voice,2020-04-13 15:51:50,"ZONA VIRAL |   La raqueta de #tenis que desayuna, se acurruca en el sofá y duerme con su dueña. Así  combate 
@DKasatkina
 la ansiedad y la soledad del confinamiento por #coronavirus. #WTA #COVID-19 #aburrimiento #ayuda",Crisis Guayaquil,España,4,3,1,0,0,5,0,0,0,1,6,['tristeza'],negativo,soledad,tristeza,0.797,tristeza
2214,SEMERCA S.A,2020-04-13 15:40:17,"¿No has descansado bien?
La #ansiedad es una de las principales causas del insomnio
En #Semerca te queremos sano
Ante estos momentos por los que pasa el mundo, sabemos que puedes llegar a sentir depresión y ansiedad
Aquí te dejamos algunos consejos
#Covid_19ec #saludmentalec",Crisis Guayaquil,Ecuador,2,2,3,0,0,3,0,1,0,1,3,"['expectante', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
2217,Colegio Marista Alto Hospicio - C. Hno. Fernando,2020-04-13 15:19:11,"https://ift.tt/2XAQV6b Estimada comunidad, junto con saludarlos queremos desearles un muy buen inicio de semana. Hoy les compartimos una cápsula de vídeo  donde trabajamos el concepto de Ansiedad en tiempos de Covid-19.
Les dejamos algunos links, donde… https://ift.tt/2V2ZEfR",Crisis Guayaquil,Chile,0,0,0,0,0,1,0,0,0,1,1,['tristeza'],neutro,muy,tristeza,0.531,tristeza
2222,Pequeña_libélula,2020-04-13 12:31:47,"Día 31 de cuarentena
#CuarentenaTotal #Covid_19 #nubes #lluvia #oscuridad #Apocalipsis #distopía #fotoartistica #aburrimiento #Ansiedad #azotea",Crisis Guayaquil,España,1,0,0,0,0,1,0,0,0,0,2,"['miedo', 'tristeza']",negativo,oscuridad,tristeza,0.625,tristeza
2226,Pequeña_libélula,2020-04-13 12:13:48,"Día 31 de cuarentena
#CuarentenaTotal  #Covid_19 #nubes
#lluvia #oscuridad #apocalipsis #distopía #fotoartistica #aburrimiento #ansiedad en Dos Hermanas Seville, Spain",Crisis Guayaquil,España,2,1,1,0,0,2,0,0,0,0,3,"['miedo', 'tristeza']",negativo,oscuridad,tristeza,0.625,tristeza
2228,Efecto Cocuyo,2020-04-13 11:30:00,"Los medios tienen el poder de reducir los rumores y la ansiedad en las audiencias. También pueden contribuir a un cambio de comportamientos que ayude a frenar la propagación del COVID-19. A continuación, una guía con claves para informar sobre la pandemia",Crisis Guayaquil,Venezuela,3,1,3,2,0,2,0,0,0,2,4,"['miedo', 'expectante']",negativo,pandemia,tristeza,0.75,tristeza
2229,Universidad de La Laguna,2020-04-13 11:19:43,"La Facultad de Psicología y Logopedia de la Universidad de La Laguna crea materiales para ayudar a gestionar la ansiedad del Covid-19

 https://t.ull.es/11qi",Crisis Guayaquil,España,1,1,2,2,0,1,0,0,0,3,1,"['expectante', 'confianza']",positivo,ayudar,confianza,0.648,confianza
2233,leezhajd,2020-04-13 08:10:32,"Hubo un momento en el día de hoy que me comenzó a dar ansiedad y ganas de llorar al leer lo que pasa en new York y Ecuador por #Covid_19 es sano y prudente dejar de leer, eso es lo que hice",Crisis Guayaquil,Mexico,1,1,1,1,0,2,0,1,0,2,3,['tristeza'],negativo,llorar,tristeza,0.828,tristeza
2238,Instituto de Investigación y Formación,2020-04-13 07:31:21,"#WebinarsEnLaContigencia #Martes14Abril 
@NazaCastellanos
  y 
@gustavodietz
  ""Memoria consciente e inconsciente""

 13.30 a 14.45 h
@judbrewer
 ""Cómo la incertidumbre ante Covid-19 puede 'infectarnos' con otro 'virus' igual de contagioso: el de la ansiedad""

 17 a 17:45 h",Crisis Guayaquil,España,2,1,1,0,0,1,1,0,0,0,3,['miedo'],negativo,contagioso,miedo,0.72,miedo
2240,Dactara Barbie Bruja,2020-04-13 06:59:58,"Un primo mío murió hace 20 años. Otro primo mío que me recordaba mucho a él acaba de fallecer por covid, además de otra tía mía, ambos radicados en Estados Unidos. No puedo evitar el relacionarlos y llenarme de ansiedad porque alguien más de mi familia enferme.",Crisis Guayaquil,Mexico,2,1,1,1,0,1,0,0,0,2,1,['miedo'],positivo,ansiedad,expectante,0.609,expectante
2241,Valentina.,2020-04-13 06:57:47,"Amor en tiempos de covid-19.

¿Cómo sobrevivir sin ver esos ojitos tuyos?

Y como pilotear la ansiedad en la cuarentena.",Crisis Guayaquil,Colombia,2,1,1,0,0,1,0,0,0,1,1,['miedo'],neutro,ansiedad,expectante,0.609,expectante
2245,Rafael Paredes Salas,2020-04-13 06:29:41,"La percepción de que todo lo que se venía planeando, haciendo o pensando antes del COVID-19 ahora carece de sentido.

¿A alguien más le ha llegado esa ansiedad?",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,1,1,1,"['miedo', 'ira', 'expectante', 'tristeza', 'depresion']",neutro,sentido,confianza,0.734,confianza
2246,♡,2020-04-13 05:40:30,"Estaba mame y mame, mame y mame que ya se acabará el año por qué este sería el chido. Covid-19, ansiedad, depresión, engorde -2020: ",Crisis Guayaquil,Mexico,1,1,1,0,0,2,0,0,0,0,2,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
2251,T I T I,2020-04-13 05:03:37,"wey me encontré hilos ylm sobre el COVID y verga wey me entró una pinche ansiedad bien cabrona, kiero llorar ",Crisis Guayaquil,Mexico,1,1,1,0,0,2,0,0,0,0,2,['tristeza'],negativo,llorar,tristeza,0.828,tristeza
2252,#MorochaNoAfloja,2020-04-13 05:03:18,Ja!  Y tú creías que tenías ansiedad.... #QuedateEnCasa #StayHome #CuarentenaObligatoria #CuarentenaTOTALChile #Covid_19,Crisis Guayaquil,EEUU,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2259,Georgina Olson,2020-04-13 04:07:52,TESTIMONIO de doctora sobre la ansiedad que sienten pacientes en zonas de #COVID__19 para entender  porque el #QuedateEnLaCasa SI salva vidas...,Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2260,Eloy,2020-04-13 04:02:42,"Noche del día 33, madrugada del 34
Esta cuarentena cada vez me hace dormir peor, ns si es por ansiedad, pq tengo excesiva energía o pq mierdas pero cada vez duermo peor
Estos son los efectos adversos del confinamiento, Q si q nos libramos del covid, pero la salud mental????",Crisis Guayaquil,España,5,2,1,0,0,4,0,0,0,0,4,['miedo'],negativo,ansiedad,miedo,0.594,miedo
2261,ElVecinoMetalero.,2020-04-13 03:35:32,"Tenemos que ir pensando y pensar: en los actos suicidas, los suicidios, los duelos relacionados a éstos, los duelos relacionados a las muertes por covid y postrauma que va  qué va a generar esta situación,  trastorno de ansiedad,  trastornos obsesivos compulsivos,  agorafobia",Crisis Guayaquil,Colombia,3,1,2,0,0,2,1,0,0,0,3,['miedo'],negativo,situación,tristeza,0.621,tristeza
2262,TateCornejo,2020-04-13 03:34:07,"Mañana empiezo mi primera guardia en hospitalización covid, tengo una ansiedad terrible pero le haré frente y la superaré ",Crisis Guayaquil,Ecuador,2,2,1,0,0,2,1,0,0,0,2,"['miedo', 'ira', 'tristeza']",negativo,terrible,tristeza,0.797,tristeza
2263,Leo,2020-04-13 03:32:44,La generación de la ansiedad y el covid.,Crisis Guayaquil,Uruguay,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2265,Abraham Rivero,2020-04-13 03:27:26,"Si no me mata el covid, me mata la ansiedad",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2268,Camila Paz,2020-04-13 02:47:14,Toy con una ansiedad por comer chocolate pero esque MAAAAALLLL... Se cagó el conejo estaba con covid parece,Crisis Guayaquil,Chile,1,1,2,1,0,1,0,1,0,2,1,['expectante'],positivo,ansiedad,expectante,0.609,expectante
2269,ALVARO MONTERROSA,2020-04-13 02:44:44,"Los médicos generales colombianos tienen elevada presencia de Ansiedad, Estrés laboral y miedo al Covid-19, en Medio de la pandemia que sufre actualmente la humanidad.  …http://www.grupodeinvestigacionsaluddelamujer.com.co/videos/RCN_estres_laboral_COVID19.mp4…",Crisis Guayaquil,Colombia,2,0,1,1,1,1,0,1,0,2,2,['miedo'],neutro,miedo,miedo,0.828,miedo
2271,CuartaPlana Oaxaca,2020-04-13 02:41:38,"Brinda 
@DIFMpalOax
 apoyo emocional en contingencia por COVID-19; La Presidenta, 
@patybenfield
, precisó que se atienden casos de estrés, tristeza, ansiedad, frustración, pánico y brindar orientación emocional.

https://cuartaplana.com/2020/04/Brindan-DIF-Municipal-apoyo-emocional-en-contingencia-por-COVID-19/…

#Entérate #Noticias #Oaxaca 
@MunicipioOaxaca",Crisis Guayaquil,Mexico,2,2,1,1,0,2,0,0,0,0,5,"['miedo', 'ira', 'tristeza']",negativo,tristeza,tristeza,0.864,tristeza
2275,Stella Escala,2020-04-13 02:23:20,"Ojo con el estado mental de las personas y esta pandemia por coronavirus (covid-19), es muy duro lo que se vive. La desesperación y la ansiedad, no son buenas consejeras. Hay dolores más fuertes que se llevan a lo interno, que los que se ven desde afuera. 
@flormizrachi",Crisis Guayaquil,Panama,3,2,1,0,0,4,1,0,0,1,5,['tristeza'],negativo,desesperación,tristeza,0.844,tristeza
2280,María P.,2020-04-13 00:34:32,"La remuneración, la forma en que se cubrirán las enfermedades derivadas de esto (COVID-19, estrés postraumático, ansiedad, u otros), el aseguramiento... Lo básico para uno irse tranquilo pensando que no lo van a abandonar a uno cuando todo pase. Porque de aplausos no se vive (8/x",Crisis Guayaquil,Colombia,1,1,1,0,0,2,0,2,1,3,3,"['tristeza', 'alegria']",neutro,aplausos,alegria,0.859,alegria
2281,Cristina Ochoa,2020-04-13 00:31:29,"Personal de salud en Ecuador, al borde de sufrir ataques de pánico, ansiedad y depresión por COVID-19. 

De mi amix 
@Rzambrano",Crisis Guayaquil,Mexico,3,1,2,0,0,2,0,0,0,0,5,['miedo'],negativo,depresión,tristeza,0.925,tristeza
2282,Sary Banda,2020-04-13 00:30:10,"Tengo que aceptar que la situación actual con el Covid me estresa demasiado y he estado deprimida en los últimos días, saber que hay casos en los hospitales donde laboran mi hermano y mi cuñada, me hace sentir mucha ansiedad e impotencia, tanto que llevo días sin poder dormir.",Crisis Guayaquil,Mexico,3,2,2,1,0,3,1,0,0,2,3,"['miedo', 'tristeza']",negativo,impotencia,tristeza,0.828,tristeza
2283,Leto,2020-04-13 00:25:40,Si no me mata el covid 19 me mata la puta ansiedad,Crisis Guayaquil,Argentina,1,1,1,0,0,1,1,0,0,0,2,"['miedo', 'ira', 'expectante', 'tristeza', 'repulsion']",negativo,puta,repulsion,0.766,repulsion
2287,Supersalud,2020-04-13 00:00:00,No des espacio a la depresión y la ansiedad durante la emergencia sanitaria por la COVID-19. Conoce los signos de alarma y lo que debes hacer en caso de presentar cualquiera de ellos. #EvitaElCoronavirus y protege tu #SaludMental  https://bit.ly/2RmjQa5,Crisis Guayaquil,Colombia,4,1,1,0,2,4,0,0,0,1,5,"['miedo', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
2292,Nico Rodríguez del R,2020-04-12 22:03:25,"1/3 Las 8 causas de ansiedad en el personal de salud: 1) acceso al equipo de protección personal apropiado, (2) estar expuesto a COVID-19 en el trabajo e infectar a su familia 
@colmedchile
 @Hosp_EloisaDiaz
 @PsiqEnlaceUC
 @UTD_UC
 @ministeriosalud",Crisis Guayaquil,Chile,1,1,1,3,0,1,1,0,0,3,3,['confianza'],neutro,equipo,confianza,0.664,confianza
2295,MARC SPEDICATO,2020-04-12 21:38:07,"NUEVO VÍDEO: Siéntete BIEN en esta cuarentena 
https://m.youtube.com/watch?v=MIKY7KwjkA0&t=11s…

#coronavirus #Covid_19 #cuarentena #confinamiento #desarrollopersonal #estres #YoMeQuedoEnCasa #ansiedad #Bienestar #bienestaremocional #Pascua #autoestima #SaludMental #Salud",Crisis Guayaquil,España,4,2,1,0,0,2,0,0,0,0,2,['miedo'],negativo,ansiedad,miedo,0.594,miedo
2296,San Vicente Fundación,2020-04-12 21:30:00,"Saca un tiempo para respirar y conectarte contigo mientras bajas tus niveles de ansiedad   

#SaludMental #QuédateenCasa
#ElCuidadoestáentusManos #Covid_19",Crisis Guayaquil,Colombia,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2300,Oscar Enrique Pérez,2020-04-12 20:10:42,"Estimados amigos, a raíz de la crisis COVID-19 una de las necesidades que más se ha visto ha sido la de gestión emocional. Si alguien se siente con ansiedad, triste, con miedo o falto de sentido puede acercarse.Estoy a su servicio como psicólogo,solo me escriben en privado.",Crisis Guayaquil,Nicaragua,2,1,2,1,1,3,0,0,0,1,6,['tristeza'],negativo,triste,tristeza,0.844,tristeza
2303,Mauricio López ✠,2020-04-12 19:33:44,"Personal de salud en Ecuador estaría al borde de sufrir ataques de pánico, ansiedad y depresión por COVID-19. // ¡Qué terrible! ¡Es preocupante, seriamente preocupante!",Crisis Guayaquil,Ecuador,6,2,4,0,0,5,1,0,0,0,8,['miedo'],negativo,depresión,tristeza,0.925,tristeza
2306,Charliegan,2020-04-12 19:09:28,"No es lo mismo atascarte por ""ansiedad"", que un ataque de #ansiedad.

Si lo presentas, pide ayuda. Si sabes de alguien que lo pueda vivir o estar viviendo, se vale pedir ayuda.

#COVID__19",Crisis Guayaquil,Mexico,3,3,3,1,0,2,0,0,0,2,3,"['miedo', 'ira', 'expectante']",negativo,ataque,ira,0.853,ira
2309,Jose Luis Aguirre B.,2020-04-12 18:47:10,"Cuadros de ansiedad y angustia en el personal que lucha contra el COVID-19.
#Covid_19 #Ansiedad #enfermedadesnovisibles",Crisis Guayaquil,Ecuador,1,1,1,1,0,2,0,0,0,0,3,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
2311,Jorgefierro18,2020-04-12 18:36:32,"Personal de salud en Ecuador estaría al borde de sufrir ataques de pánico, ansiedad y depresión por COVID-19 https://eluniverso.com/noticias/2020/04/12/nota/7810368/personal-salud-ecuador-estaria-borde-tener-ataques-panico-ansiedad?&utm_source=twitter&utm_medium=social-media&utm_campaign=addtoany… por 
@eluniversocom",Crisis Guayaquil,Ecuador,3,1,2,0,0,2,0,0,0,0,5,['miedo'],negativo,depresión,tristeza,0.925,tristeza
2312,Apoyo Positivo,2020-04-12 18:30:00,"La segunda píldora de COVID-19 & ANSIEDAD. SEXO, APPS Y CHEMSEX en nuestro #blog.

Sexo Sobrio: una oportunidad. 

#besexualbehealthy
#covid19
#sexosobrio
#QuédateEnCasa",Crisis Guayaquil,España,0,0,1,1,0,0,0,0,0,2,0,"['expectante', 'confianza']",positivo,oportunidad,expectante,0.648,expectante
2313,Mayirita,2020-04-12 18:29:50,"Personal de salud en Ecuador estaría al borde de sufrir ataques de pánico, ansiedad y depresión por COVID-19 https://eluniverso.com/noticias/2020/04/12/nota/7810368/personal-salud-ecuador-estaria-borde-tener-ataques-panico-ansiedad?device=mobile…",Crisis Guayaquil,Ecuador,3,1,2,0,0,2,0,0,0,0,5,['miedo'],negativo,depresión,tristeza,0.925,tristeza
2316,Helena Uttima,2020-04-12 18:12:11,"Salir a la calle es inhumano, aparece la ansiedad, da ganas de vomitar y dolor en el pecho. 
#Covid_19  #ProtegeALosTuyos #QuedateEnCasa",Crisis Guayaquil,Colombia,3,2,1,0,0,3,1,0,0,1,3,"['miedo', 'tristeza']",negativo,dolor,tristeza,0.859,tristeza
2317,Enlace Nacional RD,2020-04-12 18:10:08,Ansiedad y angustia afecta miles de dominicanos en FL por secuela del COVID-19 https://enlacenacionalrd.com/excitacion-y-agonia-afecta-miles-de-dominicanos-en-fl-por-secuela-del-covid-19/…,Crisis Guayaquil,Republica Dominicana,0,0,0,0,0,1,0,0,0,0,1,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
2321,Ediciones Gaviota,2020-04-12 17:41:37,"cambiemos
 represión por comprensión
ignorancia por sabiduría   ansiedad por plenitud
fatiga por energía
agitación por inquietud
egoísmo por solidaridad
Juntos contra el #Covid_19
#espiritualidad #FelizDomingo
#transformación 
#QuedateEnCasa #YoLeoEnCasa",Crisis Guayaquil,Colombia,2,2,2,3,0,2,0,0,0,2,7,['confianza'],negativo,agitación,ira,0.68,ira
2323,Apoyo Positivo,2020-04-12 17:30:00,"Más novedades en nuestro #blog.
COVID-19 & ANSIEDAD. SEXO, APPS Y CHEMSEX : Tomar conciencia de nuestras emociones (píldora 1).

#welovediversidad",Crisis Guayaquil,España,0,0,0,1,0,0,0,0,0,2,0,['confianza'],positivo,conciencia,confianza,0.633,confianza
2325,DiarioDigitalRD,2020-04-12 17:19:38,Ansiedad y angustia afecta miles de dominicanos en FL por secuela del COVID-19 - https://diariodigital.com.do/2020/04/12/ansiedad-y-angustia-afecta-miles-de-dominicanos-en-fl-por-secuela-del-covid-19.html…,Crisis Guayaquil,Republica Dominicana,0,0,0,0,0,1,0,0,0,0,1,['tristeza'],negativo,angustia,tristeza,0.902,tristeza
2327,Inkoutgt,2020-04-12 17:10:32,"Personal de salud en Ecuador estaría al borde de sufrir ataques de pánico, ansiedad y depresión por COVID-19 http://dlvr.it/RTf4HB",Crisis Guayaquil,Guatemala,3,1,2,0,0,2,0,0,0,0,5,['miedo'],negativo,depresión,tristeza,0.925,tristeza
2333,Erre;,2020-04-12 15:57:22,Yo de verdad que espero algo así ya. Porque entre la idiotez del dominicano y la ansiedad de estar trancados por el COVID-19 me va a dar una vaina.,Crisis Guayaquil,Republica Dominicana,1,2,1,1,0,2,1,0,0,1,2,"['ira', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
2334,El Universal,2020-04-12 15:55:00,"#Video  ¿La cuarentena te mantiene agobiado, estresado o con ansiedad? La meditación, activación física y negociación intrafamiliar son herramientas que especialistas recomiendan para poder llevar mejor el aislamiento en tiempos de Covid-19 https://eluniversal.com.mx/ciencia-y-salud/estrategias-para-lidiar-con-el-encierro…",Crisis Guayaquil,Mexico,2,1,1,0,0,2,0,0,0,1,2,"['miedo', 'tristeza']",negativo,aislamiento,tristeza,0.703,tristeza
2335,-N,2020-04-12 15:53:10,"De verdad que ya me tiene desesperada que todo sea covid. Todo mundo me habla de covid, mi mamá me Lee todo el día noticias sobre covid.

Ya no máás  me están generando mucha ansiedad.",Crisis Guayaquil,Colombia,2,1,1,1,0,1,0,0,2,2,2,"['miedo', 'depresion']",neutro,verdad,confianza,0.844,confianza
2337,Colo Brem Ψ,2020-04-12 15:39:09,"Si crees que tenés ansiedad, pensá como deben de estar los Testigos de Jehová, que no pueden salir a tocar puertas, sabiendo que está todo el mundo en la casa...
#FelizDomingo #coronavirus #Covid_19 #QuedateEnCasa #COVID19 #YoMeQuedoEnCasa #QuedateencasaPelotudo",Crisis Guayaquil,Argentina,1,1,1,0,1,2,0,0,1,1,2,['tristeza'],negativo,ansiedad,miedo,0.594,miedo
2338,سفارة دولة قطر كاراكاس - فنزويلا,2020-04-12 15:34:11,"Cumplir la cuarentena puede ser un desafío, pero es una medida necesaria tomada por el estado para enfrentar la propagación del #Covid_19. Leer durante este tiempo puede ayudarnos a aliviar el estrés y la ansiedad que podamos estar experimentando.
#QuedateEnTuCasa #FelizDomingo",Crisis Guayaquil,Venezuela,3,2,1,1,0,1,1,0,0,2,3,['miedo'],negativo,ansiedad,miedo,0.594,miedo
2340,Teodoro Vinueza P.,2020-04-12 15:26:05,"@eluniversocom
 Personal de salud en Ecuador estaría al borde de sufrir ataques de pánico, ansiedad y depresión por COVID-19 https://eluniverso.com/noticias/2020/04/12/nota/7810368/personal-salud-ecuador-estaria-borde-tener-ataques-panico-ansiedad?device=mobile…",Crisis Guayaquil,España,3,1,2,0,0,2,0,0,0,0,5,['miedo'],negativo,depresión,tristeza,0.925,tristeza
2342,GyeLive,2020-04-12 14:38:03,"Personal de salud en Ecuador estaría al borde de sufrir ataques de pánico, ansiedad y depresión por COVID-19 - https://ift.tt/2yczcao",Crisis Guayaquil,Ecuador,3,1,2,0,0,2,0,0,0,0,5,['miedo'],negativo,depresión,tristeza,0.925,tristeza
2343,"Diario Tiempo, HN",2020-04-12 14:15:41,"https://bit.ly/2XvWF1g ► Pánico, ansiedad e insomnio atacan a médicos en plena crisis por Covid-19 #EsTiempo #QuedateEnCasa #MédicosHéroes #Covid19",Crisis Guayaquil,Honduras,1,1,1,0,0,1,0,0,0,0,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,crisis,miedo,0.766,miedo
